hidden_size,num_layers,learning_rate,dropout,seq_len,batch_size,final_equity,total_return_pct,trades,hit_rate,max_drawdown,RoverMDD,time_s
64,3,0.0005,0.3,20,256,99183.46049024223,-0.008165395097577712,199,0.4321608040201005,-0.012974568484843574,0.6293384714193951,22.3
128,3,0.001,0.4,60,128,98872.50049073223,-0.011274995092677709,187,0.45989304812834225,-0.018042574523909227,0.6249105457614478,25.4
128,3,0.0001,0.3,60,256,99187.92643314535,-0.008120735668546548,232,0.47413793103448276,-0.013031474640130214,0.6231632177327711,57.1
32,3,0.0005,0.2,20,256,99046.7366756945,-0.009532633243055024,168,0.4107142857142857,-0.01532404913966623,0.6220701301707424,25.8
64,2,0.0001,0.2,20,256,99327.86610015883,-0.006721338998411665,174,0.4367816091954023,-0.010819444419197577,0.621227739428616,49.3
64,2,0.0005,0.4,40,128,99317.12478080372,-0.006828752191962849,185,0.41081081081081083,-0.011003611936893476,0.6205918775694967,28.4
64,2,0.001,0.2,40,256,99203.54241093436,-0.007964575890656415,213,0.45539906103286387,-0.012936124853190067,0.6156848346042624,19.4
64,2,0.001,0.3,40,256,98763.56119354052,-0.012364388064594823,209,0.45454545454545453,-0.02008965859628775,0.6154603377321487,20.0
128,3,0.0005,0.2,20,256,98806.3945099074,-0.011936054900925955,240,0.44583333333333336,-0.01952050177256026,0.611462504396497,20.2
64,2,0.0001,0.2,40,256,99645.62228419962,-0.003543777158003795,196,0.46938775510204084,-0.005796667704477176,0.6113473013584486,55.6
64,3,0.0001,0.4,40,128,99451.86551725269,-0.005481344827473076,175,0.5028571428571429,-0.008975256266198106,0.6107173616999082,70.4
128,3,0.0005,0.3,20,256,98771.35259608307,-0.012286474039169262,225,0.43555555555555553,-0.020176222110066533,0.6089581078233256,18.9
64,2,0.001,0.2,40,128,100636.11191286874,0.006361119128687424,185,0.43783783783783786,-0.010463154261740604,0.6079542525667796,21.8
64,2,0.0001,0.4,20,256,99327.58446451428,-0.006724155354857212,176,0.4375,-0.0110646866481654,0.607713129948612,52.9
32,2,0.0001,0.2,20,128,99482.53634571529,-0.005174636542847147,122,0.4180327868852459,-0.008531187476668256,0.606555248844213,74.6
128,3,0.0001,0.3,20,256,99120.68256131819,-0.008793174386818137,212,0.45754716981132076,-0.014511852175026152,0.6059305373817516,36.3
64,3,0.0001,0.3,60,256,99173.13795351586,-0.00826862046484137,172,0.45930232558139533,-0.013649375277820397,0.6057874662056875,57.9
32,3,0.0001,0.4,60,256,98875.30819366255,-0.011246918063374469,266,0.44360902255639095,-0.018575012396516155,0.6054864364711751,57.7
32,2,0.0005,0.3,20,256,99352.0258256035,-0.0064797417439649875,187,0.44385026737967914,-0.01071956715794875,0.6044779279320195,26.7
64,3,0.0005,0.3,60,256,99277.31716943119,-0.007226828305688104,214,0.48598130841121495,-0.012031022563110949,0.6006827988043778,23.3
128,2,0.0005,0.4,40,256,98277.90722798926,-0.01722092772010743,224,0.40625,-0.028904337785165435,0.5957904259251261,17.6
128,2,0.0005,0.2,60,128,99132.68020996184,-0.008673197900381638,216,0.4444444444444444,-0.014667555495750939,0.5913185672209788,23.5
128,3,0.0001,0.2,40,128,99372.5633774931,-0.006274366225068952,205,0.44878048780487806,-0.01072677008435452,0.5849259540129791,44.1
64,3,0.0001,0.2,20,256,100285.64026174149,0.00285640261741486,151,0.5562913907284768,-0.004900484829941876,0.5828816365193686,51.6
32,2,0.001,0.4,40,256,99436.44914012049,-0.0056355085987951315,197,0.4467005076142132,-0.009670598557184107,0.5827466175409192,24.1
128,3,0.001,0.3,60,256,98338.43903400275,-0.016615609659972542,215,0.4186046511627907,-0.0287204756712941,0.5785283590055481,22.9
64,3,0.0005,0.4,60,128,99297.83294270666,-0.007021670572933363,204,0.44607843137254904,-0.01215016455465956,0.5779074465489908,34.5
64,3,0.0005,0.2,40,256,99266.03541701831,-0.007339645829816873,180,0.4888888888888889,-0.012715612689286449,0.57721527142777,21.7
32,3,0.0001,0.3,20,256,99012.1964192703,-0.009878035807296983,231,0.4155844155844156,-0.017228174583583056,0.573365202411513,43.4
32,3,0.001,0.4,60,128,99207.39601870748,-0.007926039812925155,196,0.45918367346938777,-0.013847295836631024,0.5723889997322048,36.2
64,3,0.001,0.2,60,128,100596.57287813367,0.005965728781336657,188,0.4734042553191489,-0.010463154261740604,0.570165423552135,29.5
32,3,0.0005,0.3,20,256,99223.65732558574,-0.007763426744142634,181,0.430939226519337,-0.014004497952918138,0.5543523780889952,26.6
128,3,0.0001,0.4,20,256,99177.81161440973,-0.008221883855902706,194,0.4484536082474227,-0.014930495625800289,0.5506772221074212,39.3
128,2,0.0005,0.2,20,256,99191.328012856,-0.008086719871440001,216,0.4074074074074074,-0.01476491393241941,0.5476984091105294,15.0
64,3,0.0001,0.4,20,256,99309.8629196813,-0.006901370803187019,151,0.4105960264900662,-0.012676247373549776,0.5444332695484786,51.7
32,2,0.0005,0.2,40,256,99407.20757666459,-0.005927924233354133,207,0.4444444444444444,-0.01100684798919116,0.5385669211726569,26.6
32,2,0.0001,0.3,20,128,99573.28036203208,-0.0042671963796792264,135,0.4074074074074074,-0.007972864328577134,0.535214974671564,76.3
64,3,0.0005,0.3,40,128,100629.0616751765,0.006290616751765047,183,0.5027322404371585,-0.011774222119212974,0.5342702632983394,33.3
64,3,0.0005,0.2,60,128,99277.88794437336,-0.007221120556266396,195,0.4564102564102564,-0.013680404795994305,0.5278440706945147,32.6
128,3,0.0005,0.4,60,128,100552.12888946508,0.005521288894650788,212,0.42924528301886794,-0.010463154261740604,0.5276887596735377,28.9
64,3,0.0005,0.3,40,256,99244.69410633156,-0.007553058936684392,191,0.4869109947643979,-0.014346312173070142,0.5264808715693813,22.2
128,3,0.0001,0.3,40,128,99400.55677386877,-0.0059944322613123225,207,0.463768115942029,-0.011446175218843058,0.5237061417200828,43.7
128,2,0.0005,0.4,20,128,99240.11388011264,-0.007598861198873637,233,0.4206008583690987,-0.01488189042652932,0.5106112853329081,25.2
