hidden_size,num_layers,learning_rate,dropout,seq_len,batch_size,final_equity,total_return_pct,trades,hit_rate,max_drawdown,RoverMDD,time_s
32,3,0.0005,0.3,60,128,96288.91597574174,-0.037110840242582634,221,0.4343891402714932,-0.045226660965253185,0.8205522904088413,46.8
64,3,0.001,0.2,60,128,101934.6946715464,0.019346946715464,223,0.47533632286995514,-0.023674453037436538,0.8172077591347336,29.5
64,3,0.001,0.2,20,256,97866.4632009343,-0.02133536799065696,196,0.42857142857142855,-0.02611871647752617,0.8168612729884702,16.1
64,3,0.001,0.3,60,256,97087.37428039672,-0.02912625719603282,206,0.42718446601941745,-0.03571923481886552,0.8154222044154613,17.3
128,3,0.0001,0.2,40,128,98902.628301176,-0.010973716988240049,201,0.472636815920398,-0.013501908894143488,0.8127530021329018,40.2
128,3,0.0005,0.4,20,128,97333.18977771912,-0.026668102222808812,219,0.4885844748858447,-0.0328557202112052,0.8116730374917746,23.6
128,2,0.0005,0.3,20,256,96396.25541851154,-0.03603744581488456,223,0.45739910313901344,-0.04458358858279088,0.8083119138775404,18.9
128,3,0.0005,0.3,20,128,97040.22355372609,-0.02959776446273914,208,0.4567307692307692,-0.0366798567804153,0.8069214839067326,24.3
128,2,0.0001,0.4,40,128,100997.98595715447,0.009979859571544658,254,0.5511811023622047,-0.012396833205408297,0.8050329794863095,42.1
128,3,0.001,0.4,20,256,96326.20648662346,-0.03673793513376542,200,0.395,-0.04566492794428656,0.8045109625178319,14.6
64,3,0.0005,0.4,60,128,98228.50538574095,-0.017714946142590487,218,0.4724770642201835,-0.02202011807457449,0.8044891531732989,33.1
128,3,0.0005,0.3,20,256,96699.77567857382,-0.03300224321426183,217,0.46543778801843316,-0.04119653128278167,0.8010927664692807,15.8
128,3,0.0005,0.4,60,128,97865.6666945395,-0.021343333054605028,226,0.4336283185840708,-0.02668758068076027,0.7997477669450929,24.5
64,2,0.0005,0.3,40,256,98495.30800074473,-0.015046919992552721,209,0.46411483253588515,-0.01926386840530725,0.7810954516491222,21.9
32,3,0.001,0.2,40,128,95786.25549034699,-0.042137445096530134,227,0.45374449339207046,-0.05405453345800826,0.7795358206035429,38.4
32,2,0.001,0.2,40,128,98430.30909282339,-0.01569690907176613,198,0.494949494949495,-0.020187794818098292,0.7775445120778571,23.4
64,3,0.001,0.3,40,256,98221.27247746522,-0.01778727522534784,196,0.4489795918367347,-0.02296806949711727,0.7744349270442744,17.9
64,3,0.0005,0.2,40,256,98470.6115856664,-0.015293884143336036,186,0.43548387096774194,-0.01988742253111797,0.7690229399715123,20.4
128,2,0.0005,0.2,40,128,98335.4582281375,-0.016645417718624957,222,0.4594594594594595,-0.02184713671268057,0.7619038566716884,26.7
64,3,0.0005,0.3,40,256,98739.08647394078,-0.012609135260592156,187,0.4385026737967914,-0.016699444904255234,0.755063137301,20.3
64,2,0.0001,0.3,20,256,101136.59183820439,0.011365918382043892,155,0.4774193548387097,-0.015114912049451257,0.7519672191844827,27.5
32,3,0.001,0.2,60,256,98336.59863571021,-0.016634013642897915,223,0.47533632286995514,-0.022321179413731906,0.7452121294569557,20.3
128,3,0.0005,0.3,60,128,96810.89709517434,-0.03189102904825661,237,0.42616033755274263,-0.042979251483524106,0.7420098756368962,27.2
128,2,0.0001,0.3,40,256,100554.72581444385,0.005547258144438529,195,0.5384615384615384,-0.007477831084181874,0.7418271530862531,32.0
128,3,0.0005,0.3,40,128,96740.37922798067,-0.032596207720193345,208,0.47115384615384615,-0.04408198206921954,0.7394451472034378,24.4
128,3,0.0005,0.4,60,256,97320.92646375611,-0.026790735362438863,233,0.44635193133047213,-0.036499428511769794,0.7340042421157302,23.5
64,3,0.0005,0.3,20,256,101042.20711246414,0.01042207112464137,199,0.5175879396984925,-0.01420231499203628,0.7338290363567755,19.6
64,2,0.0001,0.2,20,256,101101.11035062418,0.011011103506241779,155,0.4774193548387097,-0.015114912049451479,0.728492727593567,27.8
64,2,0.001,0.2,60,256,97702.13732004064,-0.022978626799593622,219,0.3881278538812785,-0.03182427355366413,0.7220471744891707,15.2
128,3,0.001,0.4,40,256,96617.72477676983,-0.03382275223230172,224,0.42410714285714285,-0.04686835520355048,0.721654346208836,17.9
64,2,0.0005,0.2,60,256,97591.91408841246,-0.024080859115875354,201,0.4129353233830846,-0.03339475026502592,0.7210971462510102,19.5
32,3,0.0005,0.4,60,256,98268.82673138918,-0.017311732686108153,234,0.4658119658119658,-0.024370252433389306,0.7103632895648473,33.0
64,3,0.0005,0.4,20,256,101015.22824433829,0.010152282443382864,194,0.5257731958762887,-0.014376760040767156,0.7061592747319116,20.3
32,2,0.001,0.3,60,128,96776.61840649706,-0.032233815935029414,220,0.4909090909090909,-0.04577424748565706,0.7041910616909559,28.6
32,3,0.001,0.3,20,256,100889.28735423772,0.008892873542377201,204,0.47549019607843135,-0.012647015124902627,0.7031598724719379,19.2
128,2,0.001,0.3,60,256,97317.40525540376,-0.026825947445962374,229,0.49344978165938863,-0.03816189294795769,0.7029511738986737,22.8
128,3,0.0005,0.4,20,256,97774.84329200946,-0.022251567079905363,211,0.44075829383886256,-0.031940391674559754,0.6966591802200267,16.5
32,2,0.001,0.2,60,256,94903.49564580635,-0.05096504354193646,234,0.452991452991453,-0.07330737378652563,0.6952239714704411,20.2
32,2,0.001,0.2,20,256,97320.64099631042,-0.026793590036895767,223,0.47085201793721976,-0.03892490276818139,0.6883405771484112,18.8
64,3,0.0001,0.2,20,256,101104.55344844874,0.011045534484487434,170,0.5,-0.016195887363157135,0.6819962523087268,37.3
64,2,0.001,0.4,60,256,98274.93236663794,-0.017250676333620648,220,0.4681818181818182,-0.025383548381763377,0.6796006639487121,15.2
32,3,0.001,0.2,20,256,101137.35853189886,0.011373585318988626,208,0.4807692307692308,-0.016944610313945563,0.6712214154389886,19.3
64,3,0.001,0.2,40,128,98425.05053907064,-0.015749494609293615,214,0.45794392523364486,-0.023486309536874916,0.6705819228246976,25.9
64,3,0.0001,0.4,20,256,100990.31680630097,0.009903168063009652,169,0.5029585798816568,-0.014880141710375994,0.6655291499074989,38.3
64,3,0.0005,0.2,60,256,98088.03597016692,-0.019119640298330777,227,0.43171806167400884,-0.028755347024847056,0.6649073051286701,20.8
32,3,0.001,0.4,20,128,98755.06576345261,-0.012449342365473858,187,0.42245989304812837,-0.01880413150512994,0.6620535684978359,29.9
128,3,0.0001,0.3,20,256,100969.19979068212,0.009691997906821197,197,0.5228426395939086,-0.014799469364720541,0.6548882036220365,32.9
128,3,0.001,0.2,40,256,97562.45851088816,-0.024375414891118417,234,0.45726495726495725,-0.03735966184979922,0.6524527708285298,25.1
32,3,0.0005,0.4,40,128,98470.45225574853,-0.015295477442514676,174,0.4482758620689655,-0.02394091628623385,0.6388843793464019,35.3
32,3,0.0005,0.3,60,256,98481.3947229364,-0.015186052770636015,216,0.4675925925925926,-0.02391682503575887,0.6349527058014943,27.4
32,2,0.0001,0.2,60,128,98641.42957188521,-0.013585704281147918,201,0.4975124378109453,-0.021990620557648777,0.6177954026141631,81.2
128,3,0.0001,0.3,40,128,98666.46783357392,-0.013335321664260847,199,0.49748743718592964,-0.021804925302907008,0.6115738292615475,39.1
128,2,0.001,0.3,20,256,96120.35511503172,-0.03879644884968279,203,0.43349753694581283,-0.06364708623651649,0.6095557729934846,14.3
32,2,0.0005,0.3,60,256,98290.44315499294,-0.01709556845007057,200,0.465,-0.028255228318885606,0.6050408886147278,22.8
64,3,0.0005,0.3,40,128,98460.86396418138,-0.015391360358186211,212,0.4858490566037736,-0.025512320337645833,0.6032912786640896,31.2
32,2,0.0005,0.2,60,256,98542.18196837805,-0.014578180316219514,198,0.4898989898989899,-0.024752595291136936,0.5889556284806816,21.9
64,2,0.0005,0.2,40,256,98513.63153668179,-0.014863684633182129,182,0.47802197802197804,-0.02542231997017752,0.5846706614745805,17.9
128,2,0.0005,0.4,60,256,100547.32323792714,0.005473232379271358,234,0.5256410256410257,-0.009422225142793894,0.5808853318960733,21.2
128,3,0.001,0.3,20,128,101924.58889593153,0.019245888959315345,223,0.5246636771300448,-0.03322790745586324,0.5792085759501929,26.9
128,3,0.001,0.4,60,256,97839.43189161055,-0.021605681083894452,225,0.4888888888888889,-0.03755249778369807,0.5753460451111112,21.7
128,2,0.001,0.2,60,128,101311.86978363433,0.013118697836343344,225,0.4666666666666667,-0.02286349357768369,0.5737836079936653,28.6
32,3,0.0001,0.4,20,256,99006.48013305047,-0.009935198669495294,206,0.441747572815534,-0.017324003989472092,0.5734932106649813,38.8
64,2,0.0005,0.2,60,128,101198.41668282545,0.011984166828254528,218,0.5137614678899083,-0.021082685584078664,0.5684364442310327,32.3
64,2,0.0005,0.2,40,128,98135.50525554635,-0.01864494744453652,217,0.543778801843318,-0.032832607226592314,0.567878978232204,27.1
64,3,0.001,0.3,20,256,98858.5268961016,-0.011414731038984027,201,0.4527363184079602,-0.02010456008313022,0.5677682571409336,16.4
32,2,0.0005,0.2,40,128,98811.19031504059,-0.01188809684959415,193,0.5077720207253886,-0.02096361987027029,0.5670822559825816,30.5
128,3,0.0005,0.2,60,256,98462.2916683919,-0.01537708331608097,230,0.4826086956521739,-0.02732393538359945,0.5627697145452445,23.3
32,2,0.001,0.4,20,256,101042.06208865992,0.01042062088659921,212,0.5188679245283019,-0.01854495917201726,0.5619112336641336,17.0
128,2,0.001,0.4,40,128,98133.69887217532,-0.01866301127824685,219,0.4429223744292237,-0.03327501774551156,0.5608715649975661,26.5
64,2,0.001,0.3,40,256,97754.91742042983,-0.022450825795701675,210,0.4380952380952381,-0.04009378833401411,0.5599577073802031,15.8
128,2,0.001,0.4,40,256,96115.92827309326,-0.03884071726906739,227,0.4713656387665198,-0.06958788203195354,0.5581534619954723,19.2
32,3,0.001,0.2,40,256,98954.08047893259,-0.01045919521067408,194,0.42783505154639173,-0.018749434015082667,0.5578405834682987,18.8
32,3,0.001,0.3,60,256,98814.90028380787,-0.01185099716192126,214,0.4953271028037383,-0.02126938523865829,0.5571856933777951,20.7
32,2,0.0001,0.3,60,128,98906.56129931573,-0.010934387006842735,202,0.504950495049505,-0.019696516395807717,0.5551431931978618,85.7
128,2,0.001,0.4,60,256,98342.07399156211,-0.016579260084378912,229,0.4890829694323144,-0.029932931994199885,0.5538802576236594,20.0
32,3,0.0005,0.2,60,256,98529.18048015657,-0.014708195198434259,206,0.4563106796116505,-0.02665201852452459,0.5518604598334684,25.8
64,3,0.001,0.2,40,256,99038.51425905059,-0.009614857409494143,192,0.4479166666666667,-0.017599791676649157,0.5463051828193415,15.8
128,2,0.001,0.4,20,128,98243.16182456553,-0.017568381754344737,207,0.47342995169082125,-0.03218654509271912,0.5458299952273803,22.2
32,2,0.0005,0.3,40,128,98945.91020579488,-0.010540897942051233,194,0.5051546391752577,-0.019677053402584188,0.5356949400090003,31.3
128,3,0.0001,0.2,20,256,100881.20238193274,0.008812023819327441,196,0.5255102040816326,-0.01652231183787023,0.5333408487745462,32.1
64,3,0.0005,0.4,40,256,98835.37053117942,-0.011646294688205817,188,0.4627659574468085,-0.022044706898837307,0.5283034490615102,20.7
32,3,0.001,0.3,40,256,98959.28121091425,-0.010407187890857457,199,0.4321608040201005,-0.020040674999021624,0.5193032615600788,19.1
32,2,0.0001,0.4,40,128,99024.1750772111,-0.009758249227889027,180,0.5277777777777778,-0.01898818649813183,0.5139115959730594,71.8
128,2,0.0005,0.4,40,128,100844.83760393751,0.008448376039375144,235,0.49361702127659574,-0.016517645098919842,0.5114758180588115,26.3
128,2,0.001,0.2,20,256,97732.83339699203,-0.02267166603007965,187,0.47058823529411764,-0.044557075096053556,0.5088230316107013,12.6
32,2,0.0001,0.4,60,128,99002.58978069831,-0.009974102193016879,204,0.5098039215686274,-0.019696516395807828,0.5063891498671181,85.0
64,2,0.0001,0.2,60,256,98966.6521697441,-0.010333478302558942,169,0.4437869822485207,-0.020443576358789572,0.5054633358275464,39.3
64,2,0.0005,0.4,40,128,98868.74194671752,-0.011312580532824796,213,0.5258215962441315,-0.02241878078111126,0.5046028436281472,30.1
128,3,0.001,0.3,40,128,97206.2883735662,-0.027937116264337966,210,0.4857142857142857,-0.05537046049834771,0.5045491045748415,25.1
128,3,0.0001,0.4,40,128,99093.71600417428,-0.009062839958257246,206,0.470873786407767,-0.017966041403212007,0.5044427848550417,40.0
32,2,0.0005,0.2,20,128,100827.60271572412,0.008276027157241187,201,0.5422885572139303,-0.01645769342897796,0.5028667712736181,36.9
32,3,0.0005,0.2,40,128,98506.70168171282,-0.014932983182871831,198,0.47474747474747475,-0.031045347704904636,0.4810055060363416,45.1
64,2,0.0005,0.3,40,128,98511.99087062375,-0.014880091293762525,215,0.5302325581395348,-0.030966905721251714,0.4805159232796946,29.2
128,3,0.001,0.3,40,256,98557.62839348956,-0.014423716065104382,222,0.4369369369369369,-0.030409280288703933,0.4743195474594092,16.6
64,2,0.0001,0.3,60,256,99163.18636807556,-0.008368136319244367,169,0.4319526627218935,-0.017872992040089963,0.46820008090834725,37.1
128,2,0.001,0.2,20,128,98270.69519215156,-0.017293048078484426,224,0.4732142857142857,-0.037080068545480294,0.46637044527773086,23.8
64,2,0.001,0.3,20,128,97698.5142241777,-0.023014857758222932,220,0.4818181818181818,-0.04958988957764121,0.46410383153181556,22.2
64,2,0.0001,0.4,60,128,99024.72100196581,-0.009752789980341913,171,0.5146198830409356,-0.021105938753104292,0.46208747663059807,51.7
128,2,0.0005,0.2,60,256,99237.8709566096,-0.007621290433904069,245,0.5265306122448979,-0.016507718885200973,0.46168041065543525,23.9
32,3,0.0001,0.3,40,128,99457.5763850554,-0.005424236149445933,194,0.4690721649484536,-0.011774136324822604,0.46069078867469776,75.1
64,2,0.0005,0.4,20,128,100752.58677362514,0.007525867736251385,194,0.5412371134020618,-0.016454067730852007,0.457386456610975,27.4
32,2,0.0005,0.3,20,128,100755.12808154277,0.007551280815427745,201,0.5373134328358209,-0.016661679650527783,0.4532124595966858,31.9
32,2,0.0001,0.2,40,128,99128.9600203427,-0.008710399796573037,180,0.5333333333333333,-0.01930228903105724,0.45126253070597316,72.4
128,3,0.001,0.3,60,256,98458.45420292033,-0.015415457970796706,231,0.42857142857142855,-0.035138914500311036,0.438700460444225,23.3
32,3,0.0005,0.4,40,256,99144.86172157941,-0.008551382784205926,190,0.45789473684210524,-0.019614184470270968,0.4359795227360676,25.2
128,3,0.0005,0.2,40,128,98565.96393284877,-0.014340360671512316,212,0.4858490566037736,-0.03295784267017998,0.4351122376249272,25.1
64,2,0.0005,0.4,40,256,99217.15592400433,-0.00782844075995672,203,0.4876847290640394,-0.01833338221605807,0.42700472109831694,20.5
64,2,0.001,0.2,60,128,101429.60309164517,0.01429603091645171,223,0.47533632286995514,-0.03358202390105658,0.425704863964495,25.5
32,2,0.0005,0.4,60,256,99324.73744557804,-0.006752625544219627,203,0.46798029556650245,-0.01588527190313893,0.4250871867597877,22.9
32,2,0.0001,0.4,60,256,100562.35127836061,0.005623512783606129,189,0.5502645502645502,-0.013275138858897195,0.4236123511308635,51.7
64,3,0.001,0.4,60,256,98563.41913391637,-0.014365808660836338,220,0.45,-0.0344893935156424,0.41652830613912756,18.0
32,3,0.0001,0.2,20,256,99411.45943808187,-0.005885405619181256,201,0.4626865671641791,-0.014199494988752281,0.41447992508488574,43.0
32,2,0.0005,0.2,40,256,99249.97035223579,-0.007500296477642114,187,0.45454545454545453,-0.018117579832168884,0.41397893908130456,20.9
128,2,0.0005,0.3,40,128,99038.8296281131,-0.009611703718868957,228,0.49122807017543857,-0.023392675842903055,0.410885175489019,24.2
32,2,0.0001,0.3,60,256,100547.68786095451,0.0054768786095450925,189,0.544973544973545,-0.013377440802669005,0.40941153770251565,50.5
32,3,0.0005,0.3,40,256,99269.11438288521,-0.007308856171147927,189,0.4603174603174603,-0.017881690773600134,0.4087340656812191,24.3
64,3,0.001,0.4,20,256,99290.83186559475,-0.007091681344052486,198,0.4595959595959596,-0.017379409008272728,0.40805077667927564,16.6
128,3,0.0005,0.2,20,128,98833.57802168296,-0.01166421978317041,205,0.5024390243902439,-0.028671989168518208,0.406815854826623,24.6
128,3,0.0005,0.4,40,128,98434.79385186301,-0.015652061481369894,214,0.5186915887850467,-0.03892490276818139,0.4021091992081853,26.0
32,3,0.0001,0.2,40,128,99572.95637826748,-0.004270436217325186,199,0.4824120603015075,-0.010770753089307195,0.39648445952815664,81.1
32,2,0.0005,0.4,40,256,99272.62643750454,-0.00727373562495457,188,0.4627659574468085,-0.01855372771642394,0.3920363463411069,22.0
32,2,0.0001,0.3,40,128,99277.26314799208,-0.007227368520079181,184,0.532608695652174,-0.018845240982757527,0.38351159991489997,74.6
32,2,0.0005,0.4,20,128,100642.66160067145,0.006426616006714466,201,0.5373134328358209,-0.016783951015005072,0.38290245252556965,33.0
32,2,0.001,0.3,20,128,100803.37005980432,0.008033700598043215,206,0.5728155339805825,-0.021108401893744633,0.3805925544948034,24.5
64,2,0.001,0.4,20,128,100674.9652534694,0.006749652534694032,223,0.547085201793722,-0.01833338221605807,0.36816188388752746,21.1
32,2,0.001,0.4,20,128,100817.46323740034,0.008174632374003413,205,0.551219512195122,-0.02239994485082797,0.36493984375596594,24.8
128,2,0.0005,0.2,20,256,100766.32066278947,0.007663206627894687,206,0.558252427184466,-0.021100969422005456,0.36316846276754466,14.9
