hidden_sizes,learning_rate,dropout,batch_size,final_equity,total_return_pct,trades,hit_rate,max_drawdown,RoverMDD,time_s
"[256, 128, 64, 128, 256]",0.001,0.4,64,98689.92765170471,-0.01310072348295289,224,0.4955357142857143,-0.02929202886387583,0.4472453425412692,106.2
"[128, 64, 128]",0.0005,0.3,128,99359.24045239229,-0.006407595476077113,247,0.4777327935222672,-0.014524899055521456,0.4411456115174409,45.3
"[128, 64, 128]",0.001,0.3,64,98512.06726618962,-0.014879327338103758,258,0.46124031007751937,-0.03374012195647391,0.4409980306917289,72.0
"[256, 128, 256]",0.0001,0.2,256,98604.46379055874,-0.013955362094412558,239,0.497907949790795,-0.03216374373682296,0.4338848800873772,30.5
"[128, 64, 128]",0.001,0.2,128,98708.07461865192,-0.012919253813480755,254,0.452755905511811,-0.03079898038597051,0.4194701789337711,34.0
"[128, 64, 32, 64, 128]",0.0001,0.2,64,99474.76741040015,-0.00525232589599851,200,0.515,-0.012556135463560714,0.41830752075280947,163.5
"[64, 32, 64]",0.0001,0.4,128,99506.38744232655,-0.004936125576734484,225,0.4577777777777778,-0.011829502060491714,0.4172724727966534,87.9
"[256, 128, 64, 128, 256]",0.0005,0.3,256,99269.32508688477,-0.0073067491311523194,225,0.48444444444444446,-0.0175269109940549,0.4168874443209506,32.7
"[256, 128, 256]",0.0005,0.3,128,98917.75295905623,-0.010822470409437665,241,0.5311203319502075,-0.02598369619176244,0.4165100426654731,36.4
"[128, 64, 32, 64, 128]",0.0005,0.4,128,99673.82664806757,-0.003261733519324334,174,0.4827586206896552,-0.008197151088717991,0.3979106257799207,89.2
"[256, 128, 64, 128, 256]",0.0005,0.4,64,99539.42496275045,-0.004605750372495531,221,0.497737556561086,-0.011840032025926761,0.3889981346680541,117.6
"[64, 32, 64]",0.001,0.2,256,99253.2553674735,-0.007467446325265046,231,0.49783549783549785,-0.019220133014432705,0.38852209397602094,30.0
"[128, 64, 32, 64, 128]",0.0005,0.2,64,99041.29739582606,-0.009587026041739445,230,0.4652173913043478,-0.025963504894408684,0.36925007161895307,102.1
"[128, 64, 32, 64, 128]",0.0005,0.3,128,99391.78040323759,-0.006082195967624138,209,0.45933014354066987,-0.016540325327273786,0.3677192465854975,75.8
"[64, 32, 64]",0.0005,0.4,128,99718.26160653724,-0.002817383934627578,199,0.48743718592964824,-0.00769068772373116,0.3663370605900399,49.7
"[256, 128, 64, 128, 256]",0.0005,0.4,128,99138.50298215054,-0.00861497017849455,214,0.5420560747663551,-0.02352358934453025,0.36622685646813163,71.5
"[128, 64, 128]",0.001,0.2,64,98656.13477753548,-0.013438652224645194,242,0.512396694214876,-0.03815528342545249,0.3522094718782926,79.8
"[128, 64, 32, 64, 128]",0.001,0.2,256,99081.15994909705,-0.009188400509029452,226,0.4646017699115044,-0.02701320977526278,0.34014471384454603,36.7
"[256, 128, 64, 128, 256]",0.001,0.2,256,101112.21850298681,0.011122185029868123,245,0.5306122448979592,-0.03272216909424952,0.33989754767885166,29.3
"[256, 128, 256]",0.0005,0.3,256,98787.69793513555,-0.01212302064864445,242,0.48760330578512395,-0.035803985841412866,0.3385941638548604,24.7
"[256, 128, 256]",0.001,0.2,64,99154.07665257363,-0.008459233474263746,258,0.4689922480620155,-0.025715924309467342,0.3289492289860828,51.3
"[256, 128, 256]",0.001,0.2,256,98481.60681595601,-0.01518393184043991,249,0.5020080321285141,-0.04832118977333566,0.3142292628071552,19.5
"[256, 128, 256]",0.0005,0.4,128,99062.89385708894,-0.00937106142911056,226,0.5,-0.03019788240114385,0.31032180682826943,35.0
"[128, 64, 32, 64, 128]",0.0005,0.2,128,99145.22883539616,-0.00854771164603837,223,0.5022421524663677,-0.027572381329195372,0.3100099169522044,63.9
"[256, 128, 64, 128, 256]",0.0001,0.4,128,99664.72483461499,-0.003352751653850137,245,0.46938775510204084,-0.010827551346180964,0.3096500350499563,100.0
"[256, 128, 256]",0.0001,0.3,256,99228.31727374771,-0.007716827262522857,230,0.5,-0.025157158626577303,0.3067447869240053,42.3
"[128, 64, 32, 64, 128]",0.0001,0.4,256,100097.61375568042,0.0009761375568041695,56,0.5178571428571429,-0.003241476181936931,0.3011398208765743,94.1
"[128, 64, 32, 64, 128]",0.0001,0.3,64,99626.0492461353,-0.0037395075386470124,193,0.46113989637305697,-0.012425820958524292,0.3009465170252318,183.0
"[64, 32, 64]",0.0001,0.3,256,100229.57746539608,0.0022957746539608343,216,0.5,-0.00777336829479891,0.2953384642146592,56.7
"[64, 32, 64]",0.0001,0.2,64,99687.59367944083,-0.003124063205591665,233,0.4678111587982833,-0.011072885174434721,0.28213633180307507,80.2
"[128, 64, 32, 64, 128]",0.0005,0.2,256,99312.27467010405,-0.00687725329895955,216,0.49537037037037035,-0.02561440804340598,0.2684915961089325,45.8
"[64, 32, 64]",0.0005,0.2,256,100426.97805697222,0.004269780569722207,239,0.5271966527196653,-0.01639676108853816,0.26040390212838527,30.5
"[256, 128, 256]",0.0001,0.4,64,99572.92190826876,-0.004270780917312368,227,0.4713656387665198,-0.01646418235619218,0.2593983001959479,92.4
"[64, 32, 64]",0.0005,0.2,128,99639.41916869883,-0.0036058083130116572,240,0.5083333333333333,-0.013932091327110485,0.2588131407088258,44.9
"[64, 32, 64]",0.001,0.4,256,99671.44047346569,-0.003285595265343145,214,0.4719626168224299,-0.01283223326346028,0.2560423581683838,29.8
"[256, 128, 64, 128, 256]",0.0001,0.3,128,99460.21898460526,-0.005397810153947358,244,0.48770491803278687,-0.021125651486961994,0.25550976059974745,94.9
"[64, 32, 64]",0.0001,0.2,256,99770.73399429067,-0.0022926600570933077,229,0.4759825327510917,-0.009651501902326554,0.23754438224175742,51.4
"[256, 128, 256]",0.0001,0.4,256,99558.56764364582,-0.004414323563541839,218,0.4724770642201835,-0.01864635373080159,0.2367392374547681,46.0
"[256, 128, 256]",0.0001,0.3,128,99305.14438922811,-0.006948556107718905,224,0.5,-0.03163126668532634,0.21967365951052226,61.0
"[128, 64, 128]",0.0001,0.3,256,100234.7018457091,0.002347018457091035,239,0.48535564853556484,-0.01108607057523725,0.21170877825128828,57.2
"[64, 32, 64]",0.001,0.2,128,100226.49390446913,0.002264939044691273,227,0.5198237885462555,-0.011569839805175453,0.19576235132297287,38.2
"[128, 64, 128]",0.001,0.4,256,99719.68453094138,-0.002803154690586234,236,0.4576271186440678,-0.0147187966708342,0.19044727318917185,31.9
"[64, 32, 64]",0.0005,0.3,128,100137.46281210188,0.001374628121018759,224,0.5133928571428571,-0.00736238379989429,0.1867096525229364,40.8
"[128, 64, 128]",0.0005,0.4,256,100186.58014160088,0.0018658014160087622,236,0.4830508474576271,-0.00999646120777431,0.18664619181012945,40.4
"[64, 32, 64]",0.001,0.3,128,99746.3625771884,-0.0025363742281160374,226,0.49557522123893805,-0.01366864561122938,0.1855614886987996,43.4
"[64, 32, 64]",0.001,0.4,128,100148.46332238567,0.0014846332238566539,195,0.5025641025641026,-0.008142563040266393,0.18232996373683372,45.2
"[64, 32, 64]",0.0001,0.3,64,99829.65966459122,-0.0017034033540877863,230,0.48695652173913045,-0.009412201055652991,0.18097821583026194,90.5
"[64, 32, 64]",0.0005,0.4,64,100118.31795041254,0.0011831795041254373,214,0.514018691588785,-0.006762042915992472,0.17497367568123173,89.5
"[256, 128, 256]",0.0005,0.2,64,99516.26737375843,-0.004837326262415736,250,0.496,-0.03191537878326389,0.15156725211584773,58.6
"[256, 128, 64, 128, 256]",0.0005,0.2,64,100441.00703848017,0.004410070384801656,230,0.5217391304347826,-0.030676035222328313,0.1437627239908656,90.6
"[128, 64, 128]",0.0001,0.2,128,99779.7715369742,-0.0022022846302579275,263,0.49049429657794674,-0.015377665545642794,0.1432131960290902,69.1
"[128, 64, 32, 64, 128]",0.0001,0.3,256,99901.38276349539,-0.0009861723650460771,141,0.475177304964539,-0.006965659921234324,0.14157630091009757,90.6
"[128, 64, 128]",0.0005,0.2,256,100367.20751999806,0.003672075199980609,251,0.5139442231075697,-0.02713423214080002,0.13532998394522994,34.7
"[128, 64, 32, 64, 128]",0.0005,0.3,64,99842.42995169057,-0.0015757004830942605,222,0.5180180180180181,-0.011764634469042079,0.13393535406821355,143.7
"[256, 128, 64, 128, 256]",0.0005,0.3,64,100239.67647913704,0.0023967647913703694,246,0.508130081300813,-0.01871957580772443,0.1280352084891459,106.5
"[64, 32, 64]",0.0001,0.4,64,99898.07762933317,-0.001019223706668272,217,0.4838709677419355,-0.00887079585702677,0.11489653500039915,105.1
"[128, 64, 32, 64, 128]",0.0005,0.3,256,99883.55521779018,-0.0011644478220981546,184,0.4945652173913043,-0.011027767846204739,0.10559234092862275,46.6
"[256, 128, 256]",0.001,0.2,128,100228.89407696943,0.002288940769694309,247,0.5303643724696356,-0.024861833745177364,0.0920664498505993,33.9
"[64, 32, 64]",0.0001,0.4,256,99931.7868463507,-0.0006821315364929615,211,0.4976303317535545,-0.008488567117297952,0.08035885527757894,69.0
"[256, 128, 64, 128, 256]",0.001,0.4,256,99916.5193488285,-0.0008348065117149963,226,0.47345132743362833,-0.01043532927998414,0.079998099659033,31.8
"[128, 64, 128]",0.0005,0.2,128,100199.54221322488,0.0019954221322487863,251,0.47808764940239046,-0.026646597928390192,0.07488468650336769,44.9
"[128, 64, 32, 64, 128]",0.0001,0.3,128,99957.18243459714,-0.0004281756540286005,169,0.4911242603550296,-0.006880089070559259,0.06223402773385833,126.2
"[128, 64, 128]",0.0001,0.2,256,100085.05105775394,0.0008505105775393895,248,0.5201612903225806,-0.01624834592960034,0.05234444054948242,54.3
"[256, 128, 256]",0.001,0.3,64,99805.98893251581,-0.0019401106748418533,247,0.4979757085020243,-0.03883489368954207,0.049957924189304774,64.6
"[256, 128, 256]",0.0001,0.4,128,100086.40542604696,0.0008640542604695657,216,0.5046296296296297,-0.022282152505795905,0.03877786314606782,77.3
"[64, 32, 64]",0.001,0.3,64,99986.16497209706,-0.00013835027902940055,236,0.5338983050847458,-0.010176787573771606,0.013594690665054997,74.6
"[128, 64, 128]",0.001,0.2,256,100042.30227993408,0.00042302279934083344,251,0.5418326693227091,-0.036458978733759806,0.011602705671761682,25.1
"[128, 64, 32, 64, 128]",0.001,0.3,128,99987.3567486517,-0.0001264325134830142,207,0.5314009661835749,-0.015269789407928669,0.00827991206069715,59.6
"[256, 128, 256]",0.0005,0.2,128,99974.9991128381,-0.00025000887161906574,241,0.5145228215767634,-0.03906164381394428,0.006400367399024237,38.9
"[256, 128, 64, 128, 256]",0.001,0.3,64,100023.55634792824,0.00023556347928242757,208,0.47596153846153844,-0.03696458793727875,0.006372679703129114,89.1
"[256, 128, 64, 128, 256]",0.0001,0.4,64,100006.2968637798,6.296863779803971e-05,256,0.4921875,-0.010305329355210446,0.006110298431772326,161.5
"[128, 64, 128]",0.0001,0.3,128,99997.3583937281,-2.6416062719072214e-05,247,0.4898785425101215,-0.00880861782399367,0.002998888502929242,79.0
"[256, 128, 64, 128, 256]",0.0001,0.2,64,100004.01704006536,4.0170400653587425e-05,232,0.4956896551724138,-0.018026845240343703,0.0022283655358446694,120.7
"[128, 64, 32, 64, 128]",0.0001,0.2,128,99999.76311511981,-2.3688488018524366e-06,207,0.5120772946859904,-0.010317075055179536,0.00022960468826512906,107.2
