hidden_size,num_layers,learning_rate,dropout,seq_len,batch_size,conv_layout,conv_out_channels,conv_kernel_size,feature_mode,corr_threshold,final_equity,total_return_pct,trades,hit_rate,max_drawdown,RoverMDD,time_s
64,3,0.0001,0.2,20,256,double,16,5,auto,0.85,100504.04391579551,0.005040439157955116,30,0.7666666666666667,-0.0007636043263125059,6.600852017556945,2.4
64,3,0.0001,0.35,20,128,double,16,5,auto,0.85,100504.04391579551,0.005040439157955116,30,0.7666666666666667,-0.0007636043263125059,6.600852017556945,3.8
64,3,0.0001,0.35,20,256,double,16,5,auto,0.85,100504.04391579551,0.005040439157955116,30,0.7666666666666667,-0.0007636043263125059,6.600852017556945,2.3
64,3,0.0001,0.35,40,64,single,32,3,manual,0.85,100362.82329327214,0.0036282329327214395,21,0.7619047619047619,-0.0005503722633178887,6.592325185227973,20.6
64,3,0.001,0.5,60,256,single,64,3,all,0.85,100353.30164158411,0.0035330164158411206,21,0.7142857142857143,-0.0005503722633178887,6.419321341781519,3.9
64,3,0.0001,0.35,40,64,single,16,5,auto,0.92,100351.75762526822,0.0035175762526821926,19,0.6842105263157895,-0.0005503722633178887,6.391267306016984,20.3
64,3,0.001,0.5,20,128,double,16,5,manual,0.85,100483.300053193,0.004833000531930011,40,0.65,-0.0007631638411040864,6.332847904505014,7.1
64,3,0.001,0.2,60,256,double,64,3,auto,0.92,100553.92686547077,0.005539268654707703,23,0.6956521739130435,-0.0008794719274988205,6.298403031988911,4.4
64,3,0.0001,0.35,60,256,single,32,3,manual,0.85,100339.64977020428,0.003396497702042834,22,0.7272727272727273,-0.0005503722633178887,6.171273387883386,13.0
64,3,0.001,0.2,20,256,single,16,5,auto,0.85,100939.42388041227,0.009394238804122724,25,0.72,-0.0015272086526250117,6.151247760399751,6.5
64,3,0.0001,0.5,20,128,single,64,5,all,0.85,100143.78584502912,0.0014378584502912418,13,0.6923076923076923,-0.0002346920376752326,6.126575339044751,11.3
64,3,0.0005,0.2,20,256,double,16,5,manual,0.85,100466.66066696546,0.004666606669654575,40,0.675,-0.0007631638411039754,6.114816266588271,5.9
64,3,0.0001,0.5,60,256,single,32,3,manual,0.85,100335.88791931389,0.003358879193138855,20,0.75,-0.0005503722633178887,6.102922361839308,10.2
64,3,0.001,0.5,20,64,double,16,5,auto,0.85,100335.4040371441,0.003354040371440933,19,0.6842105263157895,-0.0005503722633178887,6.0941304549420545,11.4
64,3,0.0001,0.35,60,256,single,32,3,auto,0.92,100325.66126907645,0.0032566126907644503,22,0.7272727272727273,-0.0005503722633177777,5.917109032953075,10.6
64,3,0.001,0.5,60,256,single,32,5,auto,0.92,100323.09387294896,0.0032309387294895712,21,0.7619047619047619,-0.0005503722633178887,5.870460676946248,4.1
64,3,0.0001,0.35,60,128,single,64,5,auto,0.85,100323.09387294896,0.0032309387294895712,21,0.7619047619047619,-0.0005503722633178887,5.870460676946248,11.9
64,3,0.001,0.35,20,256,none,16,3,auto,0.85,100323.09387294896,0.0032309387294895712,22,0.7272727272727273,-0.0005503722633178887,5.870460676946248,3.8
64,3,0.0001,0.2,60,256,single,64,5,auto,0.85,100323.09387294896,0.0032309387294895712,21,0.7619047619047619,-0.0005503722633178887,5.870460676946248,8.1
64,3,0.0001,0.2,40,256,single,64,5,auto,0.85,100323.09387294896,0.0032309387294895712,21,0.7619047619047619,-0.0005503722633178887,5.870460676946248,9.0
