hidden_size,num_layers,learning_rate,dropout,seq_len,batch_size,conv_layout,conv_out_channels,conv_kernel_size,feature_mode,corr_threshold,final_equity,total_return_pct,trades,hit_rate,max_drawdown,RoverMDD,time_s
128,1,0.001,0.35,60,64,double,16,5,auto,0.92,100375.70281125708,0.0037570281125708423,19,0.6842105263157895,-0.00025863157836369943,14.526563756601831,9.9
128,1,0.0005,0.35,40,64,double,16,5,all,0.85,100599.2247775123,0.00599224777512296,18,0.6666666666666666,-0.0005503722633178887,10.887626747392803,9.7
128,1,0.0001,0.35,20,256,double,32,5,auto,0.92,100586.83311005519,0.005868331100551877,26,0.6538461538461539,-0.0005503722633176666,10.662476094229996,8.0
128,1,0.0001,0.35,20,64,single,32,5,auto,0.85,100570.792306816,0.005707923068160017,24,0.75,-0.0005503722633177777,10.371022394463104,16.7
128,1,0.0001,0.2,40,256,single,32,5,auto,0.85,100558.51312542736,0.005585131254273583,23,0.7391304347826086,-0.0005503722633177777,10.147915559198161,9.5
128,1,0.0005,0.5,20,256,double,16,5,auto,0.85,100555.52411870868,0.005555241187086795,21,0.6666666666666666,-0.0005503722633177777,10.093606741005535,5.7
128,1,0.0001,0.5,20,256,none,16,3,all,0.85,100254.65004506882,0.0025465004506881814,13,0.9230769230769231,-0.00025863157836369943,9.846053860859858,7.5
128,1,0.0001,0.5,40,64,double,32,5,auto,0.92,100531.65246759239,0.005316524675923865,22,0.6818181818181818,-0.0005503722633177777,9.65987029192671,23.3
128,1,0.0005,0.5,40,256,double,64,5,auto,0.92,100838.342729941,0.00838342729940996,28,0.6428571428571429,-0.0008775084058713079,9.55367178629562,4.5
128,1,0.0001,0.2,20,256,double,32,5,auto,0.92,100531.2272912493,0.005312272912493063,22,0.7272727272727273,-0.0005710466580670648,9.3026950380457,15.4
128,1,0.0001,0.2,40,64,double,64,5,auto,0.85,100507.02930153479,0.0050702930153478515,24,0.6666666666666666,-0.0005503722633177777,9.212479176880924,14.6
128,1,0.0001,0.35,20,128,single,32,5,auto,0.85,100503.71809722732,0.0050371809722732,23,0.7391304347826086,-0.0005503722633177777,9.152316183064622,16.0
128,1,0.0005,0.35,40,64,double,64,3,auto,0.85,101390.5038696638,0.01390503869663793,25,0.56,-0.0015272086526251227,9.104871605288855,9.5
128,1,0.001,0.2,60,256,single,32,3,auto,0.85,100484.49345868359,0.00484493458683588,23,0.6086956521739131,-0.0005503722633177777,8.803013723165185,3.5
128,1,0.001,0.2,60,64,single,16,3,auto,0.92,100305.44808079641,0.003054480807964137,21,0.5714285714285714,-0.00035077089435919806,8.70790837291156,8.5
128,1,0.0001,0.2,60,64,double,32,5,auto,0.92,100467.69686130984,0.004676968613098434,22,0.6818181818181818,-0.0005503722633176666,8.497827606546657,18.5
128,1,0.001,0.35,60,256,single,32,3,auto,0.85,100446.73639057843,0.004467363905784296,21,0.6666666666666666,-0.0005503722633177777,8.116985908508436,3.9
128,1,0.0001,0.35,20,256,none,16,3,all,0.85,100246.07879694218,0.002460787969421799,13,0.8461538461538461,-0.00030636822703522526,8.032125241038345,7.8
128,1,0.0001,0.35,20,128,single,32,3,auto,0.85,100206.89711228115,0.0020689711228114903,15,0.6666666666666666,-0.00025863157836369943,7.999684864088829,6.8
128,1,0.0001,0.5,40,256,double,64,5,auto,0.85,100439.99559090348,0.004399955909034761,25,0.68,-0.0005503722633177777,7.99450881210975,8.6
128,1,0.001,0.2,40,256,double,64,3,auto,0.92,101764.15426828974,0.017641542682897415,25,0.64,-0.0022914254400031586,7.698938125987245,5.0
128,1,0.0001,0.2,20,128,double,64,5,auto,0.85,100405.82366121387,0.004058236612138717,21,0.6666666666666666,-0.0005503722633177777,7.373621242601655,12.3
128,1,0.0005,0.35,40,256,double,64,3,auto,0.92,101485.20653068287,0.014852065306828735,25,0.64,-0.0020303104587847676,7.3151695803795285,5.4
128,1,0.0001,0.2,20,256,none,16,3,all,0.85,100221.2896018878,0.0022128960188779454,14,0.7857142857142857,-0.00030636822703522526,7.222994500090617,5.4
