time,open,high,low,close,tick_volume,spread,RSI_5,RSI_10,RSI_15,RSI_20,ROC_10,StochRSI_14_k,StochRSI_14_d,SMA_5,EMA_5,dist_SMA_5,dist_EMA_5,SMA_10,EMA_10,dist_SMA_10,dist_EMA_10,SMA_20,EMA_20,dist_SMA_20,dist_EMA_20,SMA_50,EMA_50,dist_SMA_50,dist_EMA_50,MACD,MACD_norm,ATR_14,ATR_norm,BB_width_pct,BB_pct,KC_width_pct,KC_pct,OBV_pct,ADI_diff,EMI_norm,NVI_pct,vol_SMA_20,vol_rel,log_ret,target
2016-07-05,9.85,11.03,9.85,10.46,176,0,30.392908496194366,36.40325452921457,40.145387855408,42.43500328368918,-26.44163150492264,0.07174774755155806,0.049500527529427234,11.142,11.019482788777712,-0.06120983665410148,-0.05077214598016255,12.065999999999999,11.808928160245967,-0.13310127631360835,-0.11422951701806863,13.5675,12.616679217096367,-0.22903998525889072,-0.1709387375224643,12.9848,12.568218498686234,-0.19444273304171023,-0.16774203113246372,-0.7277113377346041,-0.06957087358839427,1.5302905054107883,0.14629928350007534,0.9870245902878301,-0.22903998525889072,0.381453154875717,-0.23009924310266566,0.16874400767018227,5.966101694915665,8653.0940378932,0.061928934010152314,295.45,0.5957014723303435,0.060087003452779356,1
2016-07-06,10.46,10.55,9.39,9.73,160,0,24.594082601800594,33.27590896876647,37.81893088261054,40.47757394388443,-30.992907801418433,0.08962370836286924,0.06517859890248884,10.668000000000001,10.589655192518475,-0.08792650918635175,-0.0811787708749776,11.629,11.430941222019428,-0.1632986499269068,-0.1488015019045766,13.159,12.341757386896713,-0.2605821111026674,-0.21161956964650955,12.9926,12.456915812463244,-0.2511121715438018,-0.21890778211208126,-0.8585180147339013,-0.08823412278868462,1.503841183595732,0.15455716172618006,1.031265434187532,-0.2605821111026674,0.3831449126413153,-0.26375261684364515,-0.13125512715340448,-66.20689655172418,-35020.55498458368,-0.0697896749521989,271.0,0.5904059040590406,-0.0723445624388632,1
2016-07-07,10.05,10.12,9.34,9.91,143,0,28.78217424018969,34.81025073054745,38.75656154414707,41.18178002404786,-28.70503597122302,0.12988244816633313,0.0970846346935868,10.244,10.363103461678984,-0.03260445138617724,-0.04372275770038232,11.23,11.154406454379531,-0.11754229741763136,-0.11156187103895092,12.748,12.110161445287503,-0.22262315657358012,-0.18167895244234453,12.9924,12.357036760994097,-0.2372463901973461,-0.19802779649554414,-0.9368592230412265,-0.09453675308185938,1.4521382419103226,0.14653261775078935,0.9393614232619218,-0.22262315657358012,0.37013118062563044,-0.2261439950023427,0.13503305004721433,66.00000000000028,-13209.797266305894,0.018499486125385323,265.45,0.5387078545865511,0.018330452143982847,1
2016-07-08,9.91,11.04,9.85,10.94,136,0,49.0307247131304,43.12556629516599,43.93930854493877,45.094477661737855,-8.06722689075631,0.22185944015077863,0.14712186555999365,10.178,10.55540230778599,0.07486736097465108,0.03643609982826698,11.134,11.11542346267416,-0.01742410634093774,-0.015781986468013254,12.27,11.998717498117264,-0.10839445802770988,-0.08823588840085529,13.0088,12.301466691935506,-0.15903080991328955,-0.11067515167342162,-0.9053959620507683,-0.08276014278343403,1.433414081773871,0.1310250531785988,0.5600789454600484,-0.10839445802770988,0.3182815356489945,-0.11417004048582997,0.11314475873544083,113.14285714285722,57186.92870201094,0.10393541876892032,253.55,0.5363833563399724,0.09888144865193856,1
2016-07-10,10.82,10.95,10.77,10.81,36,0,46.92581629545664,42.36769084851572,43.4421656222433,44.69943052050275,-14.881889763779519,0.3606334711209376,0.23745845314601643,10.370000000000001,10.640268205190662,0.04243008678881383,0.01595183425231126,10.945,11.05989192400613,-0.012334399269072616,-0.02259442729849153,12.1175,11.885506307820382,-0.10790179492469562,-0.09048889293952281,13.0196,12.242977802055682,-0.16971335524900918,-0.11704487463949126,-0.880797726664504,-0.0814799007090198,1.3438845045043089,0.12431864056469091,0.5615869087500177,-0.10790179492469562,0.24588344125809447,-0.10573701553861206,-0.026905829596412523,-19.999999999999602,19195.189639222914,-0.011882998171846348,204.3,0.17621145374449337,-0.01195416534271815,1
2016-07-11,10.47,10.75,10.4,10.51,67,0,41.75497682988723,40.540888015169266,42.25994615085217,43.7680291959987,-14.898785425101213,0.4554826158672716,0.34599184237966263,10.38,10.596845470127107,0.012524084778419941,-0.008195407809987213,10.761,10.959911574186833,-0.023324969798345828,-0.041050657310637506,11.905000000000001,11.754505707075584,-0.11717765644687117,-0.10587478011316614,13.025,12.175017888249577,-0.19309021113243766,-0.13675691514642693,-0.8754196479241028,-0.08329397220971482,1.277178468468287,0.12152031098651636,0.5433625839728848,-0.11717765644687117,0.243862987630828,-0.11592760307869172,-0.051459293394777283,-24.88571428571447,-14165.613417214541,0.0,199.1,0.3365143144148669,-0.02814444676225722,1
2016-07-12,10.51,10.65,10.42,10.48,44,0,41.187659119502094,40.3475879725326,42.13708506387601,43.67223995694294,-13.388429752066108,0.47418835262839726,0.4301014798722022,10.53,10.557896980084738,-0.004748338081671314,-0.007378077303810988,10.599,10.872654924334682,-0.01122747429002734,-0.03611398752809303,11.8355,11.633124211163624,-0.11452832579950144,-0.09912420689680577,13.0088,12.1085465985143,-0.19439148883832486,-0.13449562961702766,-0.8636229235785002,-0.08240676751703246,1.202380006434838,0.1147309166445456,0.5576863241883409,-0.11452832579950144,0.2254770992366415,-0.11404176177191648,-0.035627530364372495,-21.04347826086942,-1995.1422623178403,-0.0028544243577544037,180.1,0.24430871737923376,-0.0028585059959635372,1
2016-07-13,10.41,11.05,10.39,10.72,102,0,48.22256977980931,42.77300869406657,43.5439395942525,44.691576037270735,-10.88944305901911,0.5509788655278048,0.49354994467449126,10.692,10.611931320056492,0.0026187803965582184,0.010183695755668874,10.468,10.844899483546557,0.024073366450133804,-0.011516887153822783,11.764,11.546160000576613,-0.08874532471948307,-0.07155279335600356,12.9872,12.054093790729425,-0.17457188616483915,-0.11067557743373878,-0.8253933199051247,-0.07699564551353774,1.163638577403778,0.10854837475781512,0.5518206363508047,-0.08874532471948307,0.20606343283582101,-0.08940327033340399,0.08564231738035266,0.0,11166.593503072903,0.0,164.55,0.6198723792160438,0.022642476749759752,1
2016-07-14,11.49,12.38,11.37,12.2,132,0,73.06123604534656,55.24214346179902,51.357957238783406,50.505612343757235,8.251996450754213,0.7492043143113403,0.5914571774891808,10.943999999999999,11.141287546704328,0.11476608187134506,0.09502604154659358,10.561,11.091281395629002,0.1551936369661963,0.09996307593529596,11.681999999999999,11.608430476712174,0.044341722307824065,0.0509603364963576,12.9804,12.059815602857682,-0.06012141382391916,0.01162409125966229,-0.6679724814726473,-0.05475184274365962,1.1990929647320796,0.0982863085845967,0.46069669032129146,0.044341722307824065,0.15844262295081982,0.04489329812290337,0.10208816705336421,84.95049504950461,72438.524590164,0.0,141.85,0.9305604511808249,0.12932479609655476,0
2016-07-15,11.76,12.33,11.62,12.14,105,0,71.32726087338642,54.7052214469816,51.051040078460105,50.28005957143886,23.248730964467015,0.8928995451780181,0.731027575005721,11.21,11.474191697802887,0.0829616413916146,0.0580265974050795,10.790000000000001,11.281957505514637,0.12511584800741424,0.07605439872167144,11.616,11.659056145596729,0.045110192837465646,0.041250668012685524,12.940199999999999,12.062960089020127,-0.06183830234463134,0.006386484777479835,-0.5418111695215906,-0.04463024460639131,1.1641577529655025,0.09589437833323744,0.4448037097528612,0.045110192837465646,0.1545304777594729,0.04550021530070339,-0.0736842105263158,48.802816901408676,5569.938024633234,-0.004918032786885185,136.1,0.7714915503306393,-0.004930166107858609,0
