time,open,high,low,close,tick_volume,spread,RSI_5,RSI_5_diff,RSI_10,RSI_10_diff,RSI_15,RSI_15_diff,RSI_20,RSI_20_diff,ROC_10,StochRSI_14_k,StochRSI_14_d,SMA_5,EMA_5,dist_SMA_5,dist_SMA_5_diff,dist_EMA_5,dist_EMA_5_diff,SMA_10,EMA_10,dist_SMA_10,dist_SMA_10_diff,dist_EMA_10,dist_EMA_10_diff,SMA_20,EMA_20,dist_SMA_20,dist_SMA_20_diff,dist_EMA_20,dist_EMA_20_diff,SMA_50,EMA_50,dist_SMA_50,dist_SMA_50_diff,dist_EMA_50,dist_EMA_50_diff,MACD,MACD_norm,ATR_14,ATR_norm,BB_width_pct,BB_pct,KC_width_pct,KC_pct,OBV_pct,ADI_diff,EMI_norm,NVI_pct,vol_SMA_20,vol_rel,log_ret,target
2016-07-06,10.46,10.55,9.39,9.73,160,0,24.594082601800594,-5.798825894393772,33.27590896876647,-3.1273455604480986,37.81893088261054,-2.326456972797466,40.47757394388443,-1.9574293398047473,-30.992907801418433,0.08962370836286924,0.06517859890248884,10.668000000000001,10.589655192518475,-0.08792650918635175,-0.026716672532250275,-0.0811787708749776,-0.03040662489481505,11.629,11.430941222019428,-0.1632986499269068,-0.03019737361329844,-0.1488015019045766,-0.03457198488650798,13.159,12.341757386896713,-0.2605821111026674,-0.031542125843776664,-0.21161956964650955,-0.040680832124045246,12.9926,12.456915812463244,-0.2511121715438018,-0.05666943850209155,-0.21890778211208126,-0.051165750979617536,-0.8585180147339013,-0.08823412278868462,1.503841183595732,0.15455716172618006,1.031265434187532,-0.2605821111026674,0.3831449126413153,-0.26375261684364515,-0.13125512715340448,-66.20689655172418,-35020.55498458368,-0.0697896749521989,271.0,0.5904059040590406,-0.0723445624388632,1
2016-07-07,10.05,10.12,9.34,9.91,143,0,28.78217424018969,4.188091638389096,34.81025073054745,1.5343417617809791,38.75656154414707,0.9376306615365309,41.18178002404786,0.7042060801634307,-28.70503597122302,0.12988244816633313,0.0970846346935868,10.244,10.363103461678984,-0.03260445138617724,0.05532205780017451,-0.04372275770038232,0.03745601317459528,11.23,11.154406454379531,-0.11754229741763136,0.04575635250927543,-0.11156187103895092,0.03723963086562569,12.748,12.110161445287503,-0.22262315657358012,0.03795895452908726,-0.18167895244234453,0.02994061720416502,12.9924,12.357036760994097,-0.2372463901973461,0.013865781346455663,-0.19802779649554414,0.020879985616537117,-0.9368592230412265,-0.09453675308185938,1.4521382419103226,0.14653261775078935,0.9393614232619218,-0.22262315657358012,0.37013118062563044,-0.2261439950023427,0.13503305004721433,66.00000000000028,-13209.797266305894,0.018499486125385323,265.45,0.5387078545865511,0.018330452143982847,1
2016-07-08,9.91,11.04,9.85,10.94,136,0,49.0307247131304,20.248550472940707,43.12556629516599,8.315315564618537,43.93930854493877,5.1827470007917,45.094477661737855,3.9126976376899947,-8.06722689075631,0.22185944015077863,0.14712186555999365,10.178,10.55540230778599,0.07486736097465108,0.10747181236082831,0.03643609982826698,0.0801588575286493,11.134,11.11542346267416,-0.01742410634093774,0.10011819107669362,-0.015781986468013254,0.09577988457093767,12.27,11.998717498117264,-0.10839445802770988,0.11422869854587024,-0.08823588840085529,0.09344306404148923,13.0088,12.301466691935506,-0.15903080991328955,0.07821558028405656,-0.11067515167342162,0.08735264482212252,-0.9053959620507683,-0.08276014278343403,1.433414081773871,0.1310250531785988,0.5600789454600484,-0.10839445802770988,0.3182815356489945,-0.11417004048582997,0.11314475873544083,113.14285714285722,57186.92870201094,0.10393541876892032,253.55,0.5363833563399724,0.09888144865193856,1
2016-07-10,10.82,10.95,10.77,10.81,36,0,46.92581629545664,-2.104908417673755,42.36769084851572,-0.7578754466502673,43.4421656222433,-0.4971429226954669,44.69943052050275,-0.39504714123510354,-14.881889763779519,0.3606334711209376,0.23745845314601643,10.370000000000001,10.640268205190662,0.04243008678881383,-0.032437274185837243,0.01595183425231126,-0.020484265575955722,10.945,11.05989192400613,-0.012334399269072616,0.005089707071865126,-0.02259442729849153,-0.006812440830478276,12.1175,11.885506307820382,-0.10790179492469562,0.0004926631030142542,-0.09048889293952281,-0.0022530045386675163,13.0196,12.242977802055682,-0.16971335524900918,-0.010682545335719634,-0.11704487463949126,-0.006369722966069635,-0.880797726664504,-0.0814799007090198,1.3438845045043089,0.12431864056469091,0.5615869087500177,-0.10790179492469562,0.24588344125809447,-0.10573701553861206,-0.026905829596412523,-19.999999999999602,19195.189639222914,-0.011882998171846348,204.3,0.17621145374449337,-0.01195416534271815,1
2016-07-11,10.47,10.75,10.4,10.51,67,0,41.75497682988723,-5.170839465569415,40.540888015169266,-1.8268028333464557,42.25994615085217,-1.1822194713911287,43.7680291959987,-0.9314013245040513,-14.898785425101213,0.4554826158672716,0.34599184237966263,10.38,10.596845470127107,0.012524084778419941,-0.02990600201039389,-0.008195407809987213,-0.02414724206229847,10.761,10.959911574186833,-0.023324969798345828,-0.010990570529273212,-0.041050657310637506,-0.018456230012145976,11.905000000000001,11.754505707075584,-0.11717765644687117,-0.00927586152217555,-0.10587478011316614,-0.015385887173643337,13.025,12.175017888249577,-0.19309021113243766,-0.02337685588342847,-0.13675691514642693,-0.019712040506935674,-0.8754196479241028,-0.08329397220971482,1.277178468468287,0.12152031098651636,0.5433625839728848,-0.11717765644687117,0.243862987630828,-0.11592760307869172,-0.051459293394777283,-24.88571428571447,-14165.613417214541,0.0,199.1,0.3365143144148669,-0.02814444676225722,1
2016-07-12,10.51,10.65,10.42,10.48,44,0,41.187659119502094,-0.567317710385133,40.3475879725326,-0.19330004263666467,42.13708506387601,-0.12286108697616527,43.67223995694294,-0.09578923905576175,-13.388429752066108,0.47418835262839726,0.4301014798722022,10.53,10.557896980084738,-0.004748338081671314,-0.017272422860091254,-0.007378077303810988,0.0008173305061762249,10.599,10.872654924334682,-0.01122747429002734,0.012097495508318488,-0.03611398752809303,0.004936669782544478,11.8355,11.633124211163624,-0.11452832579950144,0.0026493306473697326,-0.09912420689680577,0.00675057321636037,13.0088,12.1085465985143,-0.19439148883832486,-0.0013012777058871994,-0.13449562961702766,0.002261285529399276,-0.8636229235785002,-0.08240676751703246,1.202380006434838,0.1147309166445456,0.5576863241883409,-0.11452832579950144,0.2254770992366415,-0.11404176177191648,-0.035627530364372495,-21.04347826086942,-1995.1422623178403,-0.0028544243577544037,180.1,0.24430871737923376,-0.0028585059959635372,1
2016-07-13,10.41,11.05,10.39,10.72,102,0,48.22256977980931,7.034910660307219,42.77300869406657,2.4254207215339676,43.5439395942525,1.406854530376492,44.691576037270735,1.0193360803277969,-10.88944305901911,0.5509788655278048,0.49354994467449126,10.692,10.611931320056492,0.0026187803965582184,0.007367118478229533,0.010183695755668874,0.01756177305947986,10.468,10.844899483546557,0.024073366450133804,0.03530084074016114,-0.011516887153822783,0.024597100374270243,11.764,11.546160000576613,-0.08874532471948307,0.025783001080018367,-0.07155279335600356,0.02757141354080221,12.9872,12.054093790729425,-0.17457188616483915,0.019819602673485703,-0.11067557743373878,0.02382005218328888,-0.8253933199051247,-0.07699564551353774,1.163638577403778,0.10854837475781512,0.5518206363508047,-0.08874532471948307,0.20606343283582101,-0.08940327033340399,0.08564231738035266,0.0,11166.593503072903,0.0,164.55,0.6198723792160438,0.022642476749759752,1
2016-07-14,11.49,12.38,11.37,12.2,132,0,73.06123604534656,24.83866626553725,55.24214346179902,12.469134767732449,51.357957238783406,7.814017644530907,50.505612343757235,5.8140363064865,8.251996450754213,0.7492043143113403,0.5914571774891808,10.943999999999999,11.141287546704328,0.11476608187134506,0.11214730147478684,0.09502604154659358,0.0848423457909247,10.561,11.091281395629002,0.1551936369661963,0.1311202705160625,0.09996307593529596,0.11147996308911874,11.681999999999999,11.608430476712174,0.044341722307824065,0.13308704702730714,0.0509603364963576,0.12251312985236117,12.9804,12.059815602857682,-0.06012141382391916,0.11445047234091998,0.01162409125966229,0.12229966869340107,-0.6679724814726473,-0.05475184274365962,1.1990929647320796,0.0982863085845967,0.46069669032129146,0.044341722307824065,0.15844262295081982,0.04489329812290337,0.10208816705336421,84.95049504950461,72438.524590164,0.0,141.85,0.9305604511808249,0.12932479609655476,-1
2016-07-15,11.76,12.33,11.62,12.14,105,0,71.32726087338642,-1.7339751719601395,54.7052214469816,-0.5369220148174207,51.051040078460105,-0.30691716032330163,50.28005957143886,-0.22555277231837323,23.248730964467015,0.8928995451780181,0.731027575005721,11.21,11.474191697802887,0.0829616413916146,-0.03180444047973045,0.0580265974050795,-0.036999444141514085,10.790000000000001,11.281957505514637,0.12511584800741424,-0.030077788958782076,0.07605439872167144,-0.023908677213624524,11.616,11.659056145596729,0.045110192837465646,0.0007684705296415809,0.041250668012685524,-0.00970966848367208,12.940199999999999,12.062960089020127,-0.06183830234463134,-0.0017168885207121815,0.006386484777479835,-0.005237606482182454,-0.5418111695215906,-0.04463024460639131,1.1641577529655025,0.09589437833323744,0.4448037097528612,0.045110192837465646,0.1545304777594729,0.04550021530070339,-0.0736842105263158,48.802816901408676,5569.938024633234,-0.004918032786885185,136.1,0.7714915503306393,-0.004930166107858609,-1
2016-07-17,11.01,11.56,10.95,11.36,88,0,51.47514493604694,-19.852115937339484,47.970552486252025,-6.7346689607295716,47.12819787587547,-3.922842202584633,47.38429846513727,-2.895761106301592,8.604206500956009,0.8936380691169442,0.8452473095354343,11.38,11.436127798535258,-0.0017574692442883435,-0.08471911063590294,-0.006656781025567878,-0.06468337843064738,10.879999999999999,11.296147049966521,0.044117647058823574,-0.08099820094859067,0.005652630914862922,-0.07040176780680851,11.472999999999999,11.630574607920849,-0.009849211191493032,-0.05495940402895868,-0.023264079122675356,-0.06451474713536087,12.8948,12.035393026705613,-0.11902472314421322,-0.05718642079958188,-0.05611723898064385,-0.06250372375812369,-0.4990145727562698,-0.04392733915108009,1.1660036277536807,0.10264116441493669,0.4263662881424293,-0.009849211191493032,0.15950704225352125,-0.010021786492374746,-0.06666666666666665,30.295081967212923,-43934.0588988477,-0.06425041186161451,131.75,0.6679316888045541,-0.06640737233834704,1
